"기준_년_코드","기준_분기_코드","시군구_코드","시군구_코드_명","상권_변화_지표","상권_변화_지표_명","운영_영업_개월_평균","폐업_영업_개월_평균","서울_운영_영업_개월_평균","서울_폐업_영업_개월_평균"
"2017","1","11470","양천구","LL","다이나믹","93","48","98","51"
"2017","1","11440","마포구","LL","다이나믹","83","49","98","51"
"2017","1","11410","서대문구","HH","정체","104","52","98","51"
"2017","1","11380","은평구","LL","다이나믹","93","50","98","51"
"2017","1","11350","노원구","LL","다이나믹","90","48","98","51"
"2017","1","11320","도봉구","LL","다이나믹","92","48","98","51"
"2017","1","11305","강북구","LL","다이나믹","95","48","98","51"
"2017","1","11290","성북구","HH","정체","100","53","98","51"
"2017","1","11260","중랑구","LL","다이나믹","96","48","98","51"
"2017","1","11230","동대문구","HH","정체","108","52","98","51"
"2017","1","11215","광진구","LL","다이나믹","95","49","98","51"
"2017","1","11200","성동구","LH","상권확장","97","54","98","51"
"2017","1","11170","용산구","HH","정체","107","54","98","51"
"2017","1","11140","중구","HH","정체","115","59","98","51"
"2017","1","11110","종로구","HH","정체","117","59","98","51"
"2016","4","11740","강동구","LL","다이나믹","92","47","98","51"
"2016","4","11710","송파구","LH","상권확장","97","51","98","51"
"2016","4","11680","강남구","LL","다이나믹","88","47","98","51"
"2016","4","11650","서초구","HL","상권축소","103","50","98","51"
"2016","4","11620","관악구","LL","다이나믹","96","49","98","51"
"2016","4","11590","동작구","HH","정체","102","54","98","51"
"2016","4","11560","영등포구","HL","상권축소","101","50","98","51"
"2016","4","11545","금천구","LL","다이나믹","90","49","98","51"
"2016","4","11530","구로구","LL","다이나믹","94","49","98","51"
"2016","4","11500","강서구","LL","다이나믹","87","48","98","51"
"2016","4","11470","양천구","LL","다이나믹","92","47","98","51"
"2016","4","11440","마포구","LL","다이나믹","83","49","98","51"
"2016","4","11410","서대문구","HH","정체","104","52","98","51"
"2016","4","11380","은평구","LL","다이나믹","93","50","98","51"
"2016","4","11350","노원구","LL","다이나믹","90","48","98","51"
"2016","4","11320","도봉구","LL","다이나믹","91","48","98","51"
"2016","4","11305","강북구","LL","다이나믹","95","48","98","51"
"2016","4","11290","성북구","HH","정체","100","52","98","51"
"2016","4","11260","중랑구","LL","다이나믹","95","48","98","51"
"2016","4","11230","동대문구","HH","정체","108","52","98","51"
"2016","4","11215","광진구","LL","다이나믹","94","49","98","51"
"2016","4","11200","성동구","LH","상권확장","97","54","98","51"
"2016","4","11170","용산구","HH","정체","106","54","98","51"
"2016","4","11140","중구","HH","정체","115","58","98","51"
"2016","4","11110","종로구","HH","정체","117","59","98","51"
"2016","3","11740","강동구","LL","다이나믹","92","46","97","50"
"2016","3","11710","송파구","LH","상권확장","97","50","97","50"
"2016","3","11680","강남구","LL","다이나믹","88","47","97","50"
"2016","3","11650","서초구","HL","상권축소","102","50","97","50"
"2016","3","11620","관악구","LL","다이나믹","96","49","97","50"
"2016","3","11590","동작구","HH","정체","102","53","97","50"
"2016","3","11560","영등포구","HL","상권축소","101","50","97","50"
"2016","3","11545","금천구","LL","다이나믹","89","48","97","50"
"2016","3","11530","구로구","LL","다이나믹","93","49","97","50"
"2016","3","11500","강서구","LL","다이나믹","87","47","97","50"
"2016","3","11470","양천구","LL","다이나믹","91","47","97","50"
"2016","3","11440","마포구","LL","다이나믹","83","48","97","50"
"2016","3","11410","서대문구","HH","정체","103","52","97","50"
"2016","3","11380","은평구","LL","다이나믹","93","50","97","50"
"2016","3","11350","노원구","LL","다이나믹","89","48","97","50"
"2016","3","11320","도봉구","LL","다이나믹","91","47","97","50"
"2016","3","11305","강북구","LL","다이나믹","94","48","97","50"
"2016","3","11290","성북구","HH","정체","99","52","97","50"
"2016","3","11260","중랑구","LL","다이나믹","95","47","97","50"
"2016","3","11230","동대문구","HH","정체","107","52","97","50"
"2016","3","11215","광진구","LL","다이나믹","93","49","97","50"
"2016","3","11200","성동구","HH","정체","97","53","97","50"
"2016","3","11170","용산구","HH","정체","106","53","97","50"
"2016","3","11140","중구","HH","정체","114","58","97","50"
"2016","3","11110","종로구","HH","정체","116","58","97","50"
"2016","2","11740","강동구","LL","다이나믹","92","46","97","50"
"2016","2","11710","송파구","HH","정체","97","50","97","50"
"2016","2","11680","강남구","LL","다이나믹","88","46","97","50"
"2016","2","11650","서초구","HL","상권축소","102","49","97","50"
"2016","2","11620","관악구","LL","다이나믹","95","49","97","50"
"2016","2","11590","동작구","HH","정체","101","53","97","50"
"2016","2","11560","영등포구","HL","상권축소","100","49","97","50"
"2016","2","11545","금천구","LL","다이나믹","89","48","97","50"
"2016","2","11530","구로구","LL","다이나믹","92","48","97","50"
"2016","2","11500","강서구","LL","다이나믹","87","47","97","50"
"2016","2","11470","양천구","LL","다이나믹","91","47","97","50"
"2016","2","11440","마포구","LL","다이나믹","83","48","97","50"
"2016","2","11410","서대문구","HH","정체","103","51","97","50"
"2016","2","11380","은평구","LL","다이나믹","93","50","97","50"
"2016","2","11350","노원구","LL","다이나믹","89","47","97","50"
"2016","2","11320","도봉구","LL","다이나믹","90","47","97","50"
"2016","2","11305","강북구","LL","다이나믹","94","48","97","50"
"2016","2","11290","성북구","HH","정체","99","51","97","50"
"2016","2","11260","중랑구","LL","다이나믹","94","47","97","50"
"2016","2","11230","동대문구","HH","정체","106","51","97","50"
"2016","2","11215","광진구","LL","다이나믹","93","49","97","50"
"2016","2","11200","성동구","HH","정체","97","53","97","50"
"2016","2","11170","용산구","HH","정체","105","53","97","50"
"2016","2","11140","중구","HH","정체","114","57","97","50"
"2016","2","11110","종로구","HH","정체","115","58","97","50"
"2016","1","11740","강동구","LL","다이나믹","92","46","97","49"
"2016","1","11710","송파구","HH","정체","97","49","97","49"
"2016","1","11680","강남구","LL","다이나믹","88","46","97","49"
"2016","1","11650","서초구","HL","상권축소","101","49","97","49"
"2016","1","11620","관악구","LL","다이나믹","96","48","97","49"
"2016","1","11590","동작구","HH","정체","102","52","97","49"
"2016","1","11560","영등포구","HL","상권축소","101","49","97","49"
"2016","1","11545","금천구","LL","다이나믹","89","48","97","49"
"2016","1","11530","구로구","LL","다이나믹","93","48","97","49"
"2016","1","11500","강서구","LL","다이나믹","87","47","97","49"
"2016","1","11470","양천구","LL","다이나믹","90","46","97","49"
"2016","1","11440","마포구","LL","다이나믹","84","47","97","49"
"2016","1","11410","서대문구","HH","정체","103","51","97","49"
"2016","1","11380","은평구","LL","다이나믹","93","49","97","49"
"2016","1","11350","노원구","LL","다이나믹","89","47","97","49"
"2016","1","11320","도봉구","LL","다이나믹","91","47","97","49"
"2016","1","11305","강북구","LL","다이나믹","94","47","97","49"
"2016","1","11290","성북구","HH","정체","99","51","97","49"
"2016","1","11260","중랑구","LL","다이나믹","94","46","97","49"
"2016","1","11230","동대문구","HH","정체","106","51","97","49"
"2016","1","11215","광진구","LL","다이나믹","93","48","97","49"
"2016","1","11200","성동구","HH","정체","97","53","97","49"
"2016","1","11170","용산구","HH","정체","104","53","97","49"
"2016","1","11140","중구","HH","정체","114","57","97","49"
"2016","1","11110","종로구","HH","정체","115","57","97","49"
"2015","4","11740","강동구","LL","다이나믹","91","45","97","49"
"2015","4","11710","송파구","LH","상권확장","97","49","97","49"
"2015","4","11680","강남구","LL","다이나믹","88","46","97","49"
"2015","4","11650","서초구","HL","상권축소","101","48","97","49"
"2015","4","11620","관악구","LL","다이나믹","95","48","97","49"
"2015","4","11590","동작구","HH","정체","102","52","97","49"
"2015","4","11560","영등포구","HL","상권축소","100","49","97","49"
"2015","4","11545","금천구","LL","다이나믹","89","47","97","49"
"2015","4","11530","구로구","LL","다이나믹","92","48","97","49"
"2015","4","11500","강서구","LL","다이나믹","87","46","97","49"
"2015","4","11470","양천구","LL","다이나믹","90","46","97","49"
"2015","4","11440","마포구","LL","다이나믹","83","47","97","49"
"2015","4","11410","서대문구","HH","정체","103","51","97","49"
"2015","4","11380","은평구","LL","다이나믹","93","49","97","49"
"2015","4","11350","노원구","LL","다이나믹","89","46","97","49"
"2015","4","11320","도봉구","LL","다이나믹","90","46","97","49"
"2015","4","11305","강북구","LL","다이나믹","94","47","97","49"
"2015","4","11290","성북구","HH","정체","99","51","97","49"
"2015","4","11260","중랑구","LL","다이나믹","94","46","97","49"
"2015","4","11230","동대문구","HH","정체","106","51","97","49"
"2015","4","11215","광진구","LL","다이나믹","93","48","97","49"
"2015","4","11200","성동구","HH","정체","97","52","97","49"
"2015","4","11170","용산구","HH","정체","104","52","97","49"
"2015","4","11140","중구","HH","정체","114","56","97","49"
"2015","4","11110","종로구","HH","정체","115","57","97","49"
"2015","3","11740","강동구","LL","다이나믹","91","45","96","48"
"2015","3","11710","송파구","LH","상권확장","96","49","96","48"
"2015","3","11680","강남구","LL","다이나믹","87","45","96","48"
"2015","3","11650","서초구","HL","상권축소","100","48","96","48"
"2015","3","11620","관악구","LL","다이나믹","95","48","96","48"
"2015","3","11590","동작구","HH","정체","102","51","96","48"
"2015","3","11560","영등포구","HL","상권축소","100","48","96","48"
"2015","3","11545","금천구","LL","다이나믹","88","47","96","48"
"2015","3","11530","구로구","LL","다이나믹","92","47","96","48"
"2015","3","11500","강서구","LL","다이나믹","86","46","96","48"
"2015","3","11470","양천구","LL","다이나믹","90","45","96","48"
"2015","3","11440","마포구","LL","다이나믹","83","47","96","48"
"2015","3","11410","서대문구","HH","정체","103","50","96","48"
"2015","3","11380","은평구","LL","다이나믹","92","48","96","48"
"2015","3","11350","노원구","LL","다이나믹","88","46","96","48"
"2015","3","11320","도봉구","LL","다이나믹","90","46","96","48"
"2015","3","11305","강북구","LL","다이나믹","93","46","96","48"
"2015","3","11290","성북구","HH","정체","98","50","96","48"
"2015","3","11260","중랑구","LL","다이나믹","94","45","96","48"
"2015","3","11230","동대문구","HH","정체","105","50","96","48"
"2015","3","11215","광진구","LL","다이나믹","93","47","96","48"
"2015","3","11200","성동구","HH","정체","97","52","96","48"
"2015","3","11170","용산구","HH","정체","104","52","96","48"
"2015","3","11140","중구","HH","정체","113","56","96","48"
"2015","3","11110","종로구","HH","정체","114","56","96","48"
"2015","2","11740","강동구","LL","다이나믹","90","44","96","48"
"2015","2","11710","송파구","LH","상권확장","95","48","96","48"
"2015","2","11680","강남구","LL","다이나믹","87","45","96","48"
"2015","2","11650","서초구","HL","상권축소","100","47","96","48"
"2015","2","11620","관악구","LL","다이나믹","95","47","96","48"
"2015","2","11590","동작구","HH","정체","101","51","96","48"
"2015","2","11560","영등포구","HL","상권축소","99","48","96","48"
"2015","2","11545","금천구","LL","다이나믹","88","46","96","48"
"2015","2","11530","구로구","LL","다이나믹","91","47","96","48"
"2015","2","11500","강서구","LL","다이나믹","86","46","96","48"
"2015","2","11470","양천구","LL","다이나믹","89","45","96","48"
"2015","2","11440","마포구","LL","다이나믹","83","46","96","48"
"2015","2","11410","서대문구","HH","정체","102","50","96","48"
"2015","2","11380","은평구","LL","다이나믹","92","48","96","48"
"2015","2","11350","노원구","LL","다이나믹","88","46","96","48"
"2015","2","11320","도봉구","LL","다이나믹","89","45","96","48"
"2015","2","11305","강북구","LL","다이나믹","93","46","96","48"
"2015","2","11290","성북구","HH","정체","98","49","96","48"
"2015","2","11260","중랑구","LL","다이나믹","93","45","96","48"
"2015","2","11230","동대문구","HH","정체","104","49","96","48"
"2015","2","11215","광진구","LL","다이나믹","93","47","96","48"
"2015","2","11200","성동구","HH","정체","96","51","96","48"
"2015","2","11170","용산구","HH","정체","103","51","96","48"
"2015","2","11140","중구","HH","정체","112","55","96","48"
"2015","2","11110","종로구","HH","정체","113","56","96","48"
"2015","1","11740","강동구","LL","다이나믹","90","44","95","47"
"2015","1","11710","송파구","LH","상권확장","95","48","95","47"
"2015","1","11680","강남구","LL","다이나믹","86","44","95","47"
"2015","1","11650","서초구","HL","상권축소","99","47","95","47"
"2015","1","11620","관악구","LL","다이나믹","95","47","95","47"
"2015","1","11590","동작구","HH","정체","100","50","95","47"
"2015","1","11560","영등포구","HL","상권축소","99","47","95","47"
"2015","1","11545","금천구","LL","다이나믹","88","46","95","47"
"2015","1","11530","구로구","LL","다이나믹","91","47","95","47"
"2015","1","11500","강서구","LL","다이나믹","86","45","95","47"
"2015","1","11470","양천구","LL","다이나믹","89","44","95","47"
"2015","1","11440","마포구","LL","다이나믹","83","46","95","47"
"2015","1","11410","서대문구","HH","정체","102","49","95","47"
"2015","1","11380","은평구","LL","다이나믹","92","47","95","47"
"2015","1","11350","노원구","LL","다이나믹","87","45","95","47"
"2015","1","11320","도봉구","LL","다이나믹","89","45","95","47"
"2015","1","11305","강북구","LL","다이나믹","93","45","95","47"
"2015","1","11290","성북구","HH","정체","98","49","95","47"
"2015","1","11260","중랑구","LL","다이나믹","93","44","95","47"
"2015","1","11230","동대문구","HH","정체","104","49","95","47"
"2015","1","11215","광진구","LL","다이나믹","93","46","95","47"
"2015","1","11200","성동구","HH","정체","96","51","95","47"
"2015","1","11170","용산구","HH","정체","103","51","95","47"
"2015","1","11140","중구","HH","정체","111","54","95","47"
"2015","1","11110","종로구","HH","정체","113","55","95","47"
"2014","4","11740","강동구","LL","다이나믹","89","43","95","47"
"2014","4","11710","송파구","LH","상권확장","94","47","95","47"
"2014","4","11680","강남구","LL","다이나믹","86","44","95","47"
"2014","4","11650","서초구","HL","상권축소","98","46","95","47"
"2014","4","11620","관악구","LL","다이나믹","94","46","95","47"
"2014","4","11590","동작구","HH","정체","100","50","95","47"
"2014","4","11560","영등포구","HL","상권축소","98","47","95","47"
"2014","4","11545","금천구","LL","다이나믹","87","45","95","47"
"2014","4","11530","구로구","LL","다이나믹","90","46","95","47"
"2014","4","11500","강서구","LL","다이나믹","85","45","95","47"
"2014","4","11470","양천구","LL","다이나믹","88","44","95","47"
"2014","4","11440","마포구","LL","다이나믹","83","46","95","47"
"2014","4","11410","서대문구","HH","정체","101","49","95","47"
"2014","4","11380","은평구","LL","다이나믹","91","47","95","47"
"2014","4","11350","노원구","LL","다이나믹","87","44","95","47"
"2014","4","11320","도봉구","LL","다이나믹","89","44","95","47"
"2014","4","11305","강북구","LL","다이나믹","92","45","95","47"
"2014","4","11290","성북구","HH","정체","98","48","95","47"
"2014","4","11260","중랑구","LL","다이나믹","92","44","95","47"
"2014","4","11230","동대문구","HH","정체","103","48","95","47"
"2014","4","11215","광진구","LL","다이나믹","92","46","95","47"
"2014","4","11200","성동구","HH","정체","95","50","95","47"
"2014","4","11170","용산구","HH","정체","102","50","95","47"
"2014","4","11140","중구","HH","정체","110","54","95","47"
"2014","4","11110","종로구","HH","정체","112","55","95","47"
"2014","3","11740","강동구","LL","다이나믹","88","43","94","46"
"2014","3","11710","송파구","LH","상권확장","93","47","94","46"
"2014","3","11680","강남구","LL","다이나믹","85","43","94","46"
"2014","3","11650","서초구","HL","상권축소","97","46","94","46"
"2014","3","11620","관악구","LL","다이나믹","93","45","94","46"
"2014","3","11590","동작구","HH","정체","98","49","94","46"
"2014","3","11560","영등포구","HL","상권축소","97","46","94","46"
"2014","3","11545","금천구","LL","다이나믹","86","45","94","46"
"2014","3","11530","구로구","LL","다이나믹","89","45","94","46"
"2014","3","11500","강서구","LL","다이나믹","85","44","94","46"
"2014","3","11470","양천구","LL","다이나믹","87","43","94","46"
"2014","3","11440","마포구","LL","다이나믹","82","45","94","46"
"2014","3","11410","서대문구","HH","정체","100","48","94","46"
"2014","3","11380","은평구","LH","상권확장","90","46","94","46"
"2014","3","11350","노원구","LL","다이나믹","86","44","94","46"
"2014","3","11320","도봉구","LL","다이나믹","88","44","94","46"
"2014","3","11305","강북구","LL","다이나믹","91","44","94","46"
"2014","3","11290","성북구","HH","정체","96","47","94","46"
"2014","3","11260","중랑구","LL","다이나믹","91","43","94","46"
"2014","3","11230","동대문구","HH","정체","102","48","94","46"
"2014","3","11215","광진구","LL","다이나믹","91","45","94","46"
"2014","3","11200","성동구","HH","정체","95","50","94","46"
"2014","3","11170","용산구","HH","정체","102","50","94","46"
"2014","3","11140","중구","HH","정체","109","53","94","46"
"2014","3","11110","종로구","HH","정체","111","54","94","46"
"2014","2","11740","강동구","LL","다이나믹","87","42","93","46"
"2014","2","11710","송파구","LH","상권확장","92","46","93","46"
"2014","2","11680","강남구","LL","다이나믹","84","43","93","46"
"2014","2","11650","서초구","HL","상권축소","97","45","93","46"
"2014","2","11620","관악구","LL","다이나믹","92","45","93","46"
"2014","2","11590","동작구","HH","정체","98","48","93","46"
"2014","2","11560","영등포구","HL","상권축소","96","46","93","46"
"2014","2","11545","금천구","LL","다이나믹","85","44","93","46"
"2014","2","11530","구로구","LL","다이나믹","88","45","93","46"
"2014","2","11500","강서구","LL","다이나믹","84","43","93","46"
"2014","2","11470","양천구","LL","다이나믹","86","43","93","46"
"2014","2","11440","마포구","LL","다이나믹","82","45","93","46"
"2014","2","11410","서대문구","HH","정체","99","48","93","46"
"2014","2","11380","은평구","LH","상권확장","89","46","93","46"
"2014","2","11350","노원구","LL","다이나믹","85","43","93","46"
"2014","2","11320","도봉구","LL","다이나믹","87","43","93","46"
"2014","2","11305","강북구","LL","다이나믹","90","44","93","46"
"2014","2","11290","성북구","HH","정체","95","47","93","46"
"2014","2","11260","중랑구","LL","다이나믹","91","43","93","46"
"2014","2","11230","동대문구","HH","정체","101","47","93","46"
"2014","2","11215","광진구","LL","다이나믹","90","45","93","46"
"2014","2","11200","성동구","HH","정체","94","49","93","46"
"2014","2","11170","용산구","HH","정체","101","49","93","46"
"2014","2","11140","중구","HH","정체","108","53","93","46"
"2014","2","11110","종로구","HH","정체","110","54","93","46"
"2014","1","11740","강동구","LL","다이나믹","86","42","92","45"
"2014","1","11710","송파구","LH","상권확장","91","45","92","45"
"2014","1","11680","강남구","LL","다이나믹","83","42","92","45"
"2014","1","11650","서초구","HL","상권축소","96","45","92","45"
"2014","1","11620","관악구","LL","다이나믹","91","44","92","45"
"2014","1","11590","동작구","HH","정체","97","48","92","45"
"2014","1","11560","영등포구","HL","상권축소","95","45","92","45"
"2014","1","11545","금천구","LL","다이나믹","85","44","92","45"
"2014","1","11530","구로구","LL","다이나믹","87","44","92","45"
"2014","1","11500","강서구","LL","다이나믹","83","43","92","45"
"2014","1","11470","양천구","LL","다이나믹","85","42","92","45"
"2014","1","11440","마포구","LL","다이나믹","82","44","92","45"
"2014","1","11410","서대문구","HH","정체","98","47","92","45"
"2014","1","11380","은평구","LH","상권확장","88","45","92","45"
"2014","1","11350","노원구","LL","다이나믹","84","43","92","45"
"2014","1","11320","도봉구","LL","다이나믹","86","42","92","45"
"2014","1","11305","강북구","LL","다이나믹","89","43","92","45"
"2014","1","11290","성북구","HH","정체","95","46","92","45"
"2014","1","11260","중랑구","LL","다이나믹","90","42","92","45"
"2014","1","11230","동대문구","HH","정체","100","47","92","45"
"2014","1","11215","광진구","LL","다이나믹","89","44","92","45"
"2014","1","11200","성동구","HH","정체","94","48","92","45"
"2014","1","11170","용산구","HH","정체","100","49","92","45"
"2014","1","11140","중구","HH","정체","107","52","92","45"
"2014","1","11110","종로구","HH","정체","109","53","92","45"